id,content,visible
1402,"The collateral assessment process is currently unavailable and the property fieldwork recommendation cannot be determined.  An appraisal based on an interior and exterior property inspection reported on Form 1004 is required for one-unit properties; Form 1004C is required for manufactured homes; Form 1073 is required for units in condominium projects; Form 2090 is required for units in cooperative projects.  Alternatively, you can resubmit at a later time to receive a potentially more streamlined property fieldwork recommendation.",True
1403,The system could not determine a property fieldwork recommendation for this case because the submitted property address is incomplete. Resubmit the case with the complete property address to receive a property fieldwork recommendation.,True
1404,An appraisal based on an interior and exterior property inspection reported on Form 1025 is required for this transaction.,True
1420,"The Lender Guidance For Use With Applicants messages are for the lender's use in consulting with the borrower regarding the factors that contributed to the underwriting recommendation.  The Underwriting Findings and Messages do not constitute a credit decision, and are not intended to and may not be used to satisfy the lender's regulatory obligations in connection with its credit decision, including any obligation to provide notice of adverse action or reasons for adverse action.",True
1422,"Credit: a borrower's past experience in managing his or her debts and financial obligations has proven to be an important indicator of how likely a borrower is to repay future debts, including mortgage debts.  Verify with the borrower that the credit data is accurate.  If there are material and substantiated derogatory errors in the credit report, evaluate the borrower's credit outside of DU.",True
1423,"Credit for %a: Borrowers who have frequently applied for, or obtained, new or additional credit have historically represented a higher risk of mortgage delinquency.",True
1425,"Credit for %a: The percentage of the unpaid balance to the maximum credit limit on revolving accounts has been high.  Historically, mortgages for borrowers with high revolving utilization rates have experienced an increased incidence of mortgage delinquencies.",True
1426,Credit for %a: The credit report indicates there are late payments on mortgage accounts. The recency of these late payments contributed to the determination of the borrower's credit profile as higher risk. Late payments on mortgage accounts have a greater impact on the credit profile than late payments on other types of accounts.,True
1427,Credit for %a: The credit report indicates there are late payments on non-mortgage accounts. The recency of these late payments contributed to the determination of the borrower's credit profile as higher risk.,True
1428,Credit for %a: Research has shown that borrowers with a higher percentage of accounts with late payments represent a higher risk of mortgage delinquency.,True
1430,The following aspects of the borrower's loan application had a negative impact on the recommendation. Additional information about each of these risk factors can be found in the Lender Guidance For Use With Applicants section of this report:,True
1431,Debt-to-Income ratio: Research has shown that a borrower with a high debt-to-income (total expense) ratio may find it difficult to make the monthly mortgage payment in a timely manner.,True
1432,"Units: Multiple-unit properties represent a higher level of risk because historically, mortgages on multiple-unit properties have experienced higher delinquency rates than mortgages on single-unit properties.",True
1433,"Reserves: Research has shown that borrowers with greater liquid asset reserves are a lower risk since those borrowers would be able to use those additional funds in case of an emergency, like a major home repair or loss of a job.",True
1434,Purpose: Research has shown that there is additional risk of delinquencies for cash-out refinance transactions.,True
1435,CLTV: Research has shown that borrowers who have a lot of equity in their home are less likely to become delinquent on a loan than borrowers who have a small amount of equity in their home.,True
1437,The following risk factors represent strengths in the borrower's loan application:,False
1440,"Credit: The following items in the borrower's credit report had an adverse impact on the borrower's credit profile. Additional information about all of these risk factors can be found in the Lender Guidance For Use With Applicants section of this report:
Borrower | Risk Factor",True
1441,"Credit for %a: Mortgages for borrowers with a limited credit history, as measured by the number of accounts and length of time opened, have historically represented a higher risk of mortgage delinquency.",True
1456,"This loan casefile is ineligible for delivery as a DU loan because it received a Refer with Caution recommendation.  However, any loan casefile that receives a Refer with Caution recommendation may be manually underwritten in accordance with the Selling Guide.",True
1765,Bonus and/or overtime income has been used from the application. This income must be annualized for qualifying purposes.,True
1768,This case is ineligible because three-year adjustable-rate mortgages that are secured by a 3- or 4-unit property may not be subject to a temporary interest buydown.,True
1769,Verify that the buydown period does not exceed 24 months and that the bought down interest rate will not increase by more than 100 basis points per year for the term of the buydown plan. Buydowns funded by an interested party must be included in the interested party contribution limits.,True
1770,Verify that the buydown period does not exceed 36 months and that the bought down interest rate will not increase by more than 100 basis points per year for the term of the buydown plan. Buydowns funded by an interested party must be included in the interested party contribution limits.,True
1771,This case is ineligible because a cash-out refinance mortgage may not have a temporary buydown.,True
1772,This case is ineligible because the amount of cash taken out of the subject property equity exceeds the limit of 2 percent of the loan amount or $2000 for limited cash-out refinances.,True
1802,"If there is a home equity line of credit secured against the subject property the maximum allowable HCLTV is %a percent, verify the terms of the home equity line of credit for compliance with the Selling Guide, and calculate the HCLTV using the maximum credit limit of the equity line.",True
1804,"Desktop Underwriter has identified the following foreclosures on the credit report. All foreclosures must have been completed seven or more years from the disbursement date of the new loan.
Borrower  | Creditor | Account Number | Date Reported",True
1809,"Desktop Underwriter has identified a mortgage tradeline on the credit report that is currently past due by at least two payments. This loan is ineligible for delivery to Fannie Mae.
Borrower|Creditor|Account Number",True
1813,"The payment history for the following mortgage(s) cannot be verified because they are either, not listed on the credit report, on the credit report, but not matched to the mortgage account on the 1003, or shown on the credit report as having an outstanding balance, but the payment history has not been reported in the last 6 months.  Verify the payment history for the mortgage(s).  If the mortgage is currently 60 days or more past due, or has been 60 days or more past due in the last 12 months, the loan casefile is ineligible for delivery to Fannie Mae.
Borrower|Creditor|Payment|Balance",True
1824,"DU could not verify the submitted subject property address for this transaction.  An appraisal based on an interior and exterior property inspection reported on Form 1004 is required for one-unit properties. Form 1004C is required for manufactured homes.  Form 1025 is required for two-to-four unit properties. Form 1073 is required for units in condominium projects. Form 2090 is required for units in cooperative projects.  Alternatively, modify the subject address and resubmit to determine whether DU can offer a more streamlined property fieldwork recommendation.",True
1864,This case is ineligible because cash-out refinances are not permitted in conjunction with a HomeStyle Renovation mortgage.,True
1866,"Based on information in the Details of Transaction, this loan casefile is subject to financed mortgage insurance.  The lender must ensure that the claim adjustment language required by the Selling Guide is included either directly in the mortgage insurance master policy under which this loan is insured or in an endorsement to that policy.",True
1867,"This case is ineligible because financed MI is not permitted in conjunction with a two-, three-, or four-unit property.",True
1870,"Verify that this second home property is suitable for year-round occupancy.  The borrower must cccupy the property for some portion of the year, have exclusive control over the property, and not enter into any agreements that require the property to be rented or give a management firm control over the property.  Rental income from a second home may not be used as qualifying income.",True
1873,"DU returned the following standardized address and census tract for the subject property:  %a, %a, %a %a, %a.  This is the address that DU used in its property valuation and fieldwork recommendation.  Regardless of the property fieldwork required by DU, if this address is not valid for the subject property, an appraisal based on an interior and exterior property inspection reported on Form 1004 is required for this transaction.  If the subject property is located in a condominium project, the appraisal must be reported on Form 1073.",False
1876,"Based on the address and other information available to Desktop Underwriter, this property is not eligible for a DU Refi Plus property fieldwork waiver.",False
1880,"If depository assets are needed to support the amount of funds required and reserves, verify these assets with a verification of deposit or bank statements covering a two-month period, refer to the Selling Guide for guidance on evaluating un-sourced large deposits, and direct verifications provided by a third party asset verification vendor are acceptable if completed in accordance with the Selling Guide.",True
1884,"%a's self-employed income used for qualifying must be supported by business and personal tax returns covering the most recent two-year period, including all tax schedules.  The requirement for business tax returns can be waived if: the borrower has been self-employed in the same business for at least five years, the borrower's individual tax returns show an increase in self-employment income over the last two years, and the borrower is paying the down payment and closing costs with his or her own funds and is not using any funds from the business account to fund the transaction or satisfy applicable reserve requirements.  Refer to the Selling Guide for guidance on borrowers that have been self-employed less than two years or for other information on the verification of self-employment income.",True
1885,This case is ineligible because only one-unit properties are permitted on loans secured by a manufactured home.,True
1887,"Earnest money is listed as an other credit on the details of transaction.  If the deposit is used to make any part of the borrower's minimum contribution that must come from his or her own funds, the source of funds for the deposit must be verified.",True
1911,"Verify that the ARM plan selected meets the terms and conditions of the adjustable-rate mortgage guidelines outlined in the lender's Master Agreement, or conforms to one of the standard Fannie Mae ARM plans.",True
1937,"If any subordinate lien that was not used to acquire the subject property is to be paid off with first mortgage proceeds, the loan is ineligible as a limited cash-out refinance.  The loan must be resubmitted as a cash-out refinance.  Refer to the Fannie Mae Selling Guide for additional information.",True
1938,"If subordinate liens are being paid off with first mortgage proceeds, obtain written documentation that the subordinate lien was used to acquire the subject property.",True
1953,"This case is ineligible because only fully amortizing fixed rate, 7/1, and 10/1 ARM mortgages are permitted on manufactured homes.",True
1954,This case is ineligible because the LTV on a manufactured home cannot exceed %a percent for %a cash-out refinance transactions.,True
1955,This case is ineligible because the CLTV on a manufactured home cannot exceed %a percent for %a cash-out refinance transactions.,True
1956,The borrower must have owned both the manufactured home and the land for at least 12 months preceding the loan application in order for this cash-out refinance transaction to be eligible for delivery to Fannie Mae (unless eligible under the delayed financing exception).,True
1957,This loan casefile is ineligible because the CLTV on a manufactured home cannot exceed %a percent for %a limited cash-out refinance transactions secured by a second home.,True
1958,This loan casefile is ineligible because the LTV on a manufactured home cannot exceed %a percent for %a limited cash-out refinance transactions secured by a second home.,True
1959,This case is ineligible because the CLTV on a manufactured home cannot exceed %a percent for %a purchase transactions secured by a second home.,True
1960,This case is ineligible because the LTV on a manufactured home cannot exceed %a percent for %a purchase transactions secured by a second home.,True
1961,This case is ineligible because cash-out refinance transactions are not permitted on second homes secured by a manufactured home.,True
1962,This case is ineligible because leasehold estates are not permitted in conjunction with a manufactured home.,True
1963,This case is ineligible because construction-permanent transactions are not permitted on manufactured homes.,True
1964,This case is ineligible because manufactured homes are not permitted as investment properties.,True
1971,"The credit report has identified a foreclosure but the information is incomplete. If the foreclosure was completed within seven years of the disbursement date of the new loan, the loan is not eligible for delivery to Fannie Mae.  The lender must document that the event was completed seven or more years from the disbursement date of the new loan in order for the loan to be eligible for delivery to Fannie Mae.  A three-year waiting period is permitted if extenuating circumstances can be confirmed with an explanation from the borrower and documents to either confirm the event, or illustrate factors that lead to the event, and loan meets the additional requirements specific to a foreclosure with extenuating circumstances, as specified in the Selling Guide.  
Borrower  | Creditor | Account Number",True
1976,This loan casefile is ineligible because the LTV cannot exceed %a percent for %a purchase transactions secured by a manufactured home.,True
1977,This loan casefile is ineligible because the CLTV cannot exceed %a percent for %a purchase transactions secured by a manufactured home.,True
1978,This loan casefile is ineligible because the LTV cannot exceed %a percent for %a limited cash-out refinance transactions secured by a manufactured home.,True
1979,This loan casefile is ineligible because the CLTV cannot exceed %a percent for %a limited cash-out refinance transactions secured by a manufactured home.,True
1980,This case is ineligible because cash-out refinance transactions on manufactured homes are only permitted on amortization terms of 20 years or less.,True
1982,This case is ineligible because buydowns are not permitted on transactions secured by manufactured homes.,True
1990,An appraisal based on an interior and exterior property inspection reported on Form 1004C is required for this transaction.,True
1991,"Desktop Underwriter has identified this property as a manufactured home in Fannie Mae's property database.  However, the property type was not identified as a manufactured home in the loan application.  The lender should research the subject property type.  If the property is a manufactured home, the property type on the loan application must be corrected to accurately reflect manufactured home as the property type and the loan must be resubmitted for underwriting.",True
1992,"The land value on Line c of the Details of Transaction must be determined based on (1) if the land was purchased more than 12 months from the application date, or if acquired as a gift or other non-purchase transaction, the value of the land will be its current appraised value; or (2) if the land was purchased 12 or fewer months from the application date, the value of the land will be the lesser of the lowest sales price at which the land was sold during that 12 months or its current appraised value.",True
1996,"Property Type: Manufactured homes represent a higher level of risk because historically, mortgages on manufactured homes have experienced higher delinquency rates.",True
1997,Desktop Underwriter has determined that this construction-permanent loan does not meet Fannie Mae's eligibility requirements for a limited cash-out or cash-out refinance transaction.,True
2025,Property types of Other are not in scope for this release of Desktop Underwriter.,True
2026,"A project review is not required for this detached property located in a condominium project.  However, the lender must confirm the project and the unit are in compliance with all other Fannie Mae requirements for property eligibility and appraisal standards, and the project and unit have the required insurance. If the property is a manufactured home, the subject property type must be updated and the loan casefile resubmitted to DU.",True
2027,"This manufactured home is located in a PUD, condominium, or cooperative project.  Depending on the project characteristics, this project may be required to be submitted to Fannie Mae for review. The lender must follow the appropriate instructions (PUD, condominium, or cooperative) as defined in the Selling Guide.  If the property is located in a state in which specific project review type guidelines apply, the lender must confirm the loan casefile complies with those guidelines.  Refer to the Selling Guide for additional information.",True
2028,This loan casefile is ineligible because the HCLTV of %a exceeds the maximum allowable HCLTV of %a percent.,True
2029,This case has been indicated as covered by the Home Ownership and Equity Protection Act (HOEPA) and is not eligible for delivery to Fannie Mae.,True
2036,"Verify the accuracy of the name, Social Security number, and current address of any borrower who does not have traditional credit.  The credit report should state that the borrower lacks traditional credit.",True
2038,"Credit for %a: Historically, mortgages for borrowers with no revolving accounts have experienced an increased incidence of mortgage delinquencies.",True
2039,"Credit for %a: The credit report indicates that there is no activity on any revolving account. Historically, mortgages for borrowers with inactive revolving credit activity have experienced a higher incidence of mortgage delinquencies than borrowers with low revolving balances.",True
2042,"The borrower who does not have traditional credit disclosed one or more liabilities on the application.  If the payment history on the account(s) is not disclosed on the borrower's credit report, independently verify that the borrower has an acceptable payment history.
Borrower|Creditor|Payment|Balance",True
2045,"This case is ineligible because boarder income is not an allowable source of income on investment, or multi-unit properties.",True
2046,The boarder income listed on the application must be supported by documentation that demonstrates shared residency and a history of rental payments for the last 12 months. The boarder may not have an ownership interest in the subject property. Rental payments for at least nine of the most recent 12 months is also acceptable when the amount is averaged over 12 months. Payment of rent by the boarder directly to a third party is not acceptable.  Refer to the Fannie Mae Selling Guide for additional information.,True
2047,This case is ineligible because the boarder income exceeds 30 percent of the total qualifying income.,True
2048,Confirm that the Mortgage Credit Certificate income was calculated according to the Fannie Mae Selling Guide and that the following was obtained: a copy of the Mortgage Credit Certificate and a copy of the lender's calculation of the adjustment to the borrower's income.,True
2049,This case is ineligible because cash-on-hand is an ineligible source of funds for the down payment and for closing costs.,True
2057,"The rental and/or subject property indicators shown on the liabilities section of the application are not consistent with the purpose of the loan, occupancy, or the real estate owned section of the application; therefore, the ratio calculations may be inaccurate.",True
2079,This loan has experienced an unusually high number of submissions.  Excessive submissions can indicate improper manipulation of loan application data.  We recommend that you review the loan application to ensure accuracy.,True
2080,"The subject property address does not match the borrower's current address.  Because this loan casefile was submitted as a principal residence refinance transaction, you must obtain documentation to confirm the accuracy of this information and, if appropriate, make necessary corrections and resubmit the loan casefile to DU.",True
2088,"This loan casefile is ineligible because renovation loans are not permitted in conjunction with construction or construction-permanent loans.  Modify the purpose of loan, or the amount entered in Alterations, improvements, repairs, and resubmit the loan casefile for underwriting.",True
2092,The boarder income listed on the application is acceptable if it has been received by a borrower with disabilities from a personal assistant.  This income must be supported by appropriate documentation to demonstrate a history of shared residency and the payment of rental payments for the last 12 months.  Refer to the Selling Guide for additional information.,True
2093,"In order to exercise the appraisal waiver option and be eligible for representation and warranty relief on the value, condition, and marketability of the property on this loan, the appraisal waiver Special Feature Code 801 and the Casefile ID must be included in the loan delivery file.",False
2095,"The data submitted indicates borrower(s) intent to occupy this property as a principal residence. However, according to our records, we have recently purchased at least one loan belonging to the borrower(s) that was recently originated and secured by a property that was identified as their principal residence. You must obtain documentation that confirms the borrower(s) intent to occupy this property.",True
2096,"Based on the data entered, this loan casefile has been identified as a First Time Homebuyer case.  Correctly identify the borrower as a First Time Homebuyer at delivery.  Refer to the Selling Guide Glossary for additional information on the identification of a first time homebuyer.",False
2097,"The ownership interest declaration is inconsistent with either the purpose of the loan, the properties listed in the Schedule of Real Estate Owned, or other mortgages shown on the credit report or the application.",True
2099,"A foreclosure was declared on the loan application, but was not found on the credit report.  In order to be eligible for delivery to Fannie Mae, the foreclosure must have been completed seven or more years from the disbursement date of the new loan (three years with extenuating circumstances, if the transaction is eligible per the Selling Guide).",True
2101,"Cash on hand has been included in the funds available for the borrower's down payment and/or closing costs.  Verify that the cash on hand is being received from a borrower that customarily uses cash for expenses and that its usage and reasonableness, as well as the amount of funds saved, are consistent with the borrower's previous payment practices.  The borrower's credit report and other verifications should indicate limited (or no) use of credit and limited (or no) depository relationship between the borrower and a financial institution.  A written statement must also be obtained disclosing that the funds have not been borrowed.  These funds must have been deposited in an acceptable financial institution account at the time of application, or no less than 30 days prior to closing.",True
2103,"The ARM plan chosen on this loan is intended for terms that exceed 30 years.  Verify the amortization term and the ARM plan chosen, and if necessary, correct the data and resubmit the case for underwriting.",True
2105,"If the following collection and chargeoff accounts have not been satisfied, and the aggregate of all accounts is greater than $5,000, all accounts must be paid in full prior to or at closing.  Funds sufficient to settle the account(s) must be verified and documented.
Borrower|Creditor|Account Number|Amount",True
2106,"According to the Social Security Administration (SSA), the Social Security number (SSN) for %a either has not been issued, or was recently issued.  The SSN accuracy must be confirmed, and if incorrect, the SSN must be updated and the loan casefile resubmitted to DU.  If the SSN is determined to be correct, it must be validated directly with the SSA (direct validation by a third party is acceptable), and the loan must be delivered with SFC 162.  If the SSN cannot be validated with the SSA, the loan is not eligible for delivery to Fannie Mae. If an Individual Taxpayer Identification Number (ITIN) has been entered as the Social Security number for the borrower, the borrower must be either a United States citizen or a lawful permanent or non-permanent resident of the United States in order for this loan to be eligible for delivery to Fannie Mae.  Verify that any non-US Citizen borrower is legally present in the United States.  An ITIN by itself is not evidence that a borrower is legally present.",True
2110,"Desktop Underwriter has identified this property as a main address of a building that contains multiple units.  A unit number is expected for this property; however, it was not included in the property street address, or the unit number included did not match the legal address.  If a unit number is applicable for the property, the unit number must be included on the loan application and the loan casefile resubmitted to DU, and the unit number must also be provided at delivery.  If the address on the loan application is accurate, documentation confirming the accuracy of the property address must be obtained and the loan must be delivered with SFC 165.",True
2113,"The following Credit Report is associated with this submission:
Borrower Name|Credit Agency|Credit Report ID| Credit Report Date",False
2125,Obtain an appraisal based on an interior and exterior property inspection on Form 1004.,True
2127,An appraisal based on an interior and exterior property inspection reported on Form 1004 is required for this transaction.,True
2129,Obtain an appraisal based on an interior and exterior property inspection on Form 1004.,True
2131,"An appraisal based on an interior and exterior property inspection reported on Form 1073 is required for this condominium transaction.  If the condominium project consists solely of detached dwellings, Form 1004 may be used, though the appraiser must include: an adequate description of the project, information about the homeowners' association fees, and information about the quality of the project maintenance.",True
2135,"An appraisal based on an interior and exterior property inspection reported on Form 1073 is required for this condominium refinance transaction.  If the condominium project consists solely of detached dwellings, Form 1004 may be used, though the appraiser must include: an adequate description of the project, information about the homeowners' association fees, and information about the quality of the project maintenance.",True
2145,An appraisal based on an interior and exterior property inspection reported on Form 2090 is required for this transaction.,True
2147,An appraisal based on an interior and exterior property inspection reported on Form 2090 is required for this transaction.,True
2149,An appraisal based on an interior and exterior property inspection reported on Form 2090 is required for this refinance transaction.,True
2151,"This case is out of scope because at least one of the borrowers lacks sufficient credit information, and the loan does not meet the guidelines required in DU for underwriting loans that include borrowers without traditional credit.  An alternative method must be used for evaluating the credit history of the borrower and its impact on the credit risk of the case.",True
2155,"This loan is ineligible because Community Seconds loans are only permitted on principal residence transactions with specific five-, seven-, and ten-year adjustable-rate mortgages, and are not permitted in conjunction with cash-out refinance transactions.",True
2163,This loan casefile is ineligible because the CLTV cannot exceed 105 percent when the subordinate financing is a Community Seconds loan.,True
2167,"DU accepts the value submitted as the market value for this subject property. This loan is eligible for delivery to Fannie Mae without an appraisal and is eligible for representation and warranty relief on the value, condition, and marketability of the subject property if the appraisal waiver is exercised by the lender at the time of loan delivery by including Special Feature Code 801 and the Casefile ID in the loan delivery file. If the waiver is not exercised, an appraisal based on an interior and exterior property inspection is required for this transaction. If an appraisal is obtained for this transaction, or the Selling Guide states that the transaction is not eligible for an appraisal waiver, the appraisal waiver may not be exercised and the loan cannot be delivered with Special Feature Code 801. Note that DU is not able to identify all transactions that are ineligible for an appraisal waiver, including community land trusts or properties with resale restrictions, and Texas Section 50(a)(6) mortgages.",True
2169,Verify the borrower is contributing at least 5 percent toward the downpayment and/or closing costs from his or her own funds.,True
2177,This loan casefile has been underwritten as a second home or investment property transaction.  DU uses data from Section VI L to calculate the debt-to-income ratio from the liabilities section of the loan application.  The debt-to-income ratio will not be accurate unless the borrowers' total monthly principal residence housing expense (PITIA) is accounted for in the Liabilities section.,True
2197,"Based on the Community Seconds Repayment Structure the payments on the Community Seconds loan associated with this transaction will be deferred for five or more years.  This information was used in the risk assessment of the loan.  If this indicator is incorrect, the data must be corrected and the loan casefile resubmitted to DU.",True
2199,"Based on the Community Seconds indicator there is a Community Seconds loan associated with this transaction but the Community Seconds Repayment Structure field has not been completed.  The repayment structure information should be completed and the loan casefile resubmitted to DU, otherwise the risk assessment of the loan may be inaccurate.",True
2211,"Desktop Underwriter accepts the value submitted as the market value for this subject property on this limited cash-out refinance transaction where the borrower's existing loan is identified as a Fannie Mae loan.  This loan is eligible for delivery to Fannie Mae without an appraisal if the DU Refi Plus property fieldwork waiver is exercised by the lender at the time of loan delivery to Fannie Mae. To exercise this waiver and be eligible for representation and warranty relief on the value, condition and marketability of the subject property, Special Feature Code 807 and the DU Casefile ID must be included in the loan delivery file.  If the waiver is not exercised, an appraisal based on an interior and exterior property inspection reported on Form 1004 is required for this transaction.  If the subject property is located in a condominium project, the appraisal must be reported on Form 1073.",True
2215,"The following collection and chargeoff accounts are shown on the credit report.  These accounts do not need to be paid off prior to or at closing:
Borrower|Creditor|Account Number|Amount",False
2221,MH Advantage loans are out of scope for this version of Desktop Underwriter.,True
2245,Verify the gift of equity by obtaining a signed gift letter and the settlement statement listing the gift of equity. The gift must come from an eligible source and must meet the gift of equity guidelines as defined in the Selling Guide.,True
2249,Negatively amortizing adjustable-rate mortgages are out of scope for this version of Desktop Underwriter.,True
2251,This loan casefile is out of scope because the amortization term exceeds 30 years.,True
2253,This loan casefile is ineligible for delivery to Fannie Mae due to a debt-to-income ratio of %a.,True
2255,"Desktop Underwriter has identified the following mortgage tradeline on the credit report that was 60 days or more past due within the 12 months prior to the credit report date. This loan casefile is ineligible for delivery to Fannie Mae.
Borrower | Creditor | Account Number",True
2259,This loan casefile is ineligible for delivery to Fannie Mae because the representative credit score is less than %a.,True
2261,Amortization Type: Amortization types other than fully amortizing fixed rate mortgages represent a higher level of risk because these mortgages have historically experienced higher delinquency rates.,True
2263,Occupancy: Investment properties and second homes represent a higher level of risk because these occupancy types have historically experienced higher delinquency rates than primary residences.,True
2265,"LTV: The borrower's investment or accumulated equity in the property is very important to the underwriting recommendation. Research has shown that a borrower who makes a large down payment or who has a lot of equity in his or her home is less likely to become delinquent on a loan than a borrower who makes a small down payment or has a small amount of equity in the home. In other words, the more equity a borrower has in a home, the lower the risk associated with that borrower's mortgage.",True
2283,"This loan casefile is ineligible for delivery to Fannie Mae because, on a high-balance mortgage loan transaction, the LTV cannot exceed %a percent for %a purchase or construction transactions.",True
2285,"This loan casefile is ineligible for delivery to Fannie Mae because, on a high-balance mortgage loan transaction, the CLTV cannot exceed %a percent for %a purchase or construction transactions.",True
2287,This loan casefile is ineligible for delivery to Fannie Mae because the LTV cannot exceed %a percent for a %a cash-out refinance on a high-balance mortgage loan transaction.,True
2289,This loan casefile is ineligible for delivery to Fannie Mae because the CLTV cannot exceed %a percent for a %a cash-out refinance on a high-balance mortgage loan transaction.,True
2329,This high-balance mortgage loan casefile is ineligible for delivery to Fannie Mae because the loan amount exceeds the maximum allowable loan limit of $%a for the %a %a.,True
2337,This loan casefile was underwritten as a high-balance mortgage loan and must meet all the terms and conditions specified in the Selling Guide.  The high-cost area loan limit of $%a was used for the property based on %a %a.,True
2339,"This loan casefile was underwritten according to the guidelines outlined for high-balance mortgage loans and must meet all the terms and conditions specified in the Selling Guide. Based on the subject property data entered, DU could not verify the submitted subject property address for this transaction in order to determine the county in which the subject property is located and used the corresponding general loan limit for the state of $%a.",True
2343,Loan Level Price Adjustments may be applied when this loan is delivered to Fannie Mae.  Refer to the Selling Guide and Loan-level Price Adjustment (LLPA) Matrix on fanniemae.com for specific details.,False
2355,This loan casefile is ineligible because the CLTV cannot exceed %a percent on %a high-balance mortgage loan transactions secured by a manufactured home when the subordinate financing is a Community Seconds loan.,True
2365,"DU has identified the following authorized user tradelines on the credit report:
Creditor|Account Number",False
2367,This loan casefile is ineligible because subordinate financing is not allowed in conjunction with cooperative share loans and an Undrawn HELOC amount was entered on the online loan application.,True
2373,"This loan casefile has been underwritten as a cash-out refinance.  This loan casefile is ineligible as a cash-out if the property was purchased (or acquired) by the borrower within the six months preceding the disbursement date of the new mortgage loan (unless eligible under the delayed financing exception), or the property is currently listed for sale.  Refer to the Selling Guide for additional information.",True
2375,"This loan casefile has been underwritten as a limited cash-out refinance.  Review the short-term financing guidelines if the first mortgage being paid off with this transaction was originated less than six months prior to the disbursement date of the new mortgage loan, and determine whether this transaction is still eligible for delivery as a limited cash-out refinance.  Ensure that the property is currently not listed for sale.  Refer to the Selling Guide for additional information.",True
2377,"The following tradeline(s) were identified by DU as disputed by the borrower. Because DU was not able to issue an Approve recommendation when including the disputed information in the credit risk assessment, the lender must determine if the disputed account belongs to the borrower and confirm the accuracy and completeness of the information on the tradeline. If the borrower is not responsible for the account or the information on the tradeline does not accurately and completely report the account, no further action is necessary regarding the disputed tradeline. If the borrower is responsible for the account and the tradeline information accurately and completely reports the account, the lender may manually underwrite the loan if the transaction is eligible for manual underwriting. 
Creditor|Account Number|Account Type|Credit Repository",True
2385,"This loan casefile is ineligible for delivery to Fannie Mae because, on a high-balance mortgage loan transaction, the LTV cannot exceed %a percent for %a purchase, construction, or limited cash-out refinance transactions secured by a two-unit property.",True
2387,"This loan casefile is ineligible for delivery to Fannie Mae because, on a high-balance mortgage loan transaction, the CLTV cannot exceed %a percent for %a  purchase, construction, or limited cash-out refinance transactions.",True
2399,"This loan casefile was underwritten according to the DU Refi Plus expanded eligibility guidelines offered on certain limited cash-out refinance loan casefiles where the borrower's existing loan is identified by DU as a Fannie Mae loan.  By selling a DU Refi Plus mortgage loan to Fannie Mae, the lender represents and warrants that the borrower is receiving a benefit in the form of a reduction in the monthly mortgage principal and interest payment, a reduction in the interest rate, a reduction in the amortization term, or movement to a more stable product.  If this loan casefile is delivered to Fannie Mae, it must be delivered with Special Feature Code 147.",False
2403,"To exercise the DU Refi Plus property fieldwork waiver option and be eligible for representation and warranty relief on the value, condition, and marketability of the property on this loan, the DU Refi Plus property fieldwork waiver Special Feature Code 807 and the Casefile ID must be included on the Loan Schedule (form 1068 or 1069) or Schedule of Mortgages (form 2005) at delivery.",False
2405,Mortgage insurance is not required for this DU Refi Plus loan casefile.,True
2409,This DU Refi Plus loan casefile received an ineligible recommendation and is not eligible for delivery to Fannie Mae.  The borrower(s) should contact their current servicer to explore other potential Fannie Mae refinance or loan modification options.,True
2411,"This attached property, detached property, or manufactured home is located in either a condominium, PUD, or cooperative project. The lender must ensure the project meets the project review requirements for DU Refi Plus loan casefiles, as specified in the DU Refi Plus section of the Selling Guide.",True
2413,"Mortgage insurance is required for this DU Refi Plus loan casefile.  The lender may either obtain the level of mortgage insurance (MI) coverage that is in effect on the existing Fannie Mae loan or standard mortgage insurance coverage.  The lender should confirm the accuracy of the MI coverage in effect on the existing Fannie Mae loan prior to obtaining new MI at that specified level of coverage, or transferring the existing MI certificate.  Fannie Mae's records indicate that the amount of MI in effect on the existing Fannie Mae loan is %a%, and the standard level of MI coverage for this loan casefile is %a%.  Verify the MI premium is accurately reflected in the loan application.",True
2415,Fannie Mae's records indicate that the existing Fannie Mae loan does not currently have mortgage insurance coverage in effect.  Mortgage insurance is not required for this DU Refi Plus loan casefile.,True
2417,"Fannie Mae's records indicate that the existing Fannie Mae loan being refinanced with this DU Refi Plus transaction contains the following mortgage insurance (MI) information:
MI Provider|MI Coverage Obtained|MI Certificate Number",True
2427,"The subject property was not identified as a Fannie Mae loan that is eligible to be refinanced with DU Refi Plus.  As a result, this limited cash-out loan casefile was not underwritten according to the DU Refi Plus expanded eligibility guidelines.  Refer to the Selling Guide for additional information.",True
2429,This limited cash-out loan casefile was not underwritten according to the DU Refi Plus expanded eligibility guidelines because the Social Security number(s) on the existing Fannie Mae loan associated with the subject property does not match those entered on the loan application.  Confirm the subject property address is complete and that any unit numbers are included (if applicable).,True
2431,"The borrower's existing loan has been identified as a Fannie Mae loan. The loan casefile was not underwritten according to the DU Refi Plus expanded eligibility guidelines because the payoff amount, as shown on line d. of the Details of Transaction, exceeds the balance of the subject property mortgage(s) being paid at closing, as shown in the liabilities section of the loan application.",True
2433,The borrower's existing loan has been identified as a Fannie Mae loan. The loan casefile was not underwritten according to the DU Refi Plus expanded eligibility guidelines because it contains the following characteristic(s) which is not eligible on DU Refi Plus loan casefiles:,True
